ProductName,Category,Brand,UnitPrice
Portable Charger,Sports & Recreation,FakeUrbanGlow,159
Monitor,Pets,FakeEtherealEdge,374
Power Bank,Home & Furniture,FakeVelvetVista,251
Cat Tree,Sports & Recreation,FakeLuxeAura,688
Telescope,Kitchen & Dining,FakeZenithStyle,621
Baseball Glove,Pets,FakeUrbanGlow,427
Bird Cage,Health & Fitness,FakeEtherealEdge,383
Jacket,Home Appliances,FakeLuxeAura,662
Thermos,Arts & Crafts,FakeVelvetVista,259
Hair Dryer,Home Appliances,FakeLuxeAura,722
Life Jacket,Home & Furniture,FakeZenithStyle,240
VR Headset,Home & Furniture,FakeUrbanGlow,577
Wetsuit,Kitchen & Dining,FakeZenithStyle,359
Board Game,Toys & Games,FakeLuxeAura,166
Paddleboard,Pets,FakeLuxeAura,508
Wetsuit,Kitchen & Dining,FakeUrbanGlow,894
Dog Collar,Outdoor & Garden,FakeEtherealEdge,222
Keyboard,Home Appliances,FakeLuxeAura,958
Baseball Glove,Outdoor & Garden,FakeZenithStyle,350
Projector,Outdoor & Garden,FakeZenithStyle,315
Tarp,Home & Furniture,FakeLuxeAura,791
Toothpaste,Kitchen & Dining,FakeZenithStyle,793
Snow Shovel,Toys & Games,FakeZenithStyle,500
Cat Tree,Outdoor & Garden,FakeLuxeAura,931
Suitcase,Sports & Recreation,FakeLuxeAura,334
Baseball Glove,Home & Furniture,FakeZenithStyle,327
Portable Charger,Electronics,FakeUrbanGlow,351
Tablet,Electronics,FakeUrbanGlow,750
Yoga Mat,Electronics,FakeZenithStyle,466
Garden Hose,Home Appliances,FakeUrbanGlow,1000
Router,Outdoor & Garden,FakeVelvetVista,919
BBQ Grill,Toys & Games,FakeVelvetVista,762
Smart Light,Home Appliances,FakeVelvetVista,717
Robot Vacuum,Kitchen & Dining,FakeLuxeAura,827
Snow Shovel,Health & Fitness,FakeVelvetVista,881
VR Headset,Pets,FakeLuxeAura,485
Monitor,Electronics,FakeZenithStyle,947
Supplement,Pets,FakeEtherealEdge,533
Hiking Boots,Pets,FakeEtherealEdge,575
BBQ Grill,Home Appliances,FakeLuxeAura,497
Surfboard,Electronics,FakeLuxeAura,783
Garden Tools,Home Appliances,FakeVelvetVista,629
Aquarium,Sports & Recreation,FakeLuxeAura,158
Pet Toy,Sports & Recreation,FakeLuxeAura,601
Smart Light,Health & Fitness,FakeEtherealEdge,502
Sewing Machine,Health & Fitness,FakeUrbanGlow,613
Puzzle,Toys & Games,FakeZenithStyle,694
Blender,Outdoor & Garden,FakeUrbanGlow,144
Dumbbells,Home Appliances,FakeVelvetVista,838
External SSD,Sports & Recreation,FakeUrbanGlow,723
Power Bank,Kitchen & Dining,FakeEtherealEdge,621
Rain Jacket,Electronics,FakeZenithStyle,644
Router,Home & Furniture,FakeZenithStyle,309
Ski Goggles,Home & Furniture,FakeEtherealEdge,900
Router,Outdoor & Garden,FakeLuxeAura,961
Blender,Home Appliances,FakeVelvetVista,273
Backpack,Sports & Recreation,FakeLuxeAura,116
Jacket,Electronics,FakeUrbanGlow,700
Monitor,Outdoor & Garden,FakeVelvetVista,487
Grill,Sports & Recreation,FakeZenithStyle,122
Badminton Set,Pets,FakeEtherealEdge,696
Smartwatch,Sports & Recreation,FakeZenithStyle,437
Oven,Arts & Crafts,FakeLuxeAura,978
Smart Thermostat,Kitchen & Dining,FakeEtherealEdge,339
Air Conditioner,Kitchen & Dining,FakeZenithStyle,224
Board Game,Sports & Recreation,FakeEtherealEdge,488
Water Filter,Toys & Games,FakeUrbanGlow,579
Smartwatch,Electronics,FakeUrbanGlow,659
Home Security Camera,Outdoor & Garden,FakeEtherealEdge,714
Memory Card,Health & Fitness,FakeLuxeAura,860
Electric Car,Home & Furniture,FakeLuxeAura,127
Monitor,Sports & Recreation,FakeZenithStyle,541
Game Console,Arts & Crafts,FakeEtherealEdge,399
Garden Hose,Health & Fitness,FakeVelvetVista,213
Speaker,Arts & Crafts,FakeVelvetVista,162
Paddleboard,Electronics,FakeEtherealEdge,978
Memory Card,Home & Furniture,FakeVelvetVista,515
Paddleboard,Electronics,FakeVelvetVista,754
Speaker,Toys & Games,FakeZenithStyle,124
Sleeping Pad,Outdoor & Garden,FakeZenithStyle,581
Robot Vacuum,Home Appliances,FakeZenithStyle,817
Yoga Mat,Health & Fitness,FakeZenithStyle,369
Electric Kettle,Arts & Crafts,FakeVelvetVista,853
Backpacking Stove,Arts & Crafts,FakeVelvetVista,460
Smart Light,Home & Furniture,FakeVelvetVista,206
VR Headset,Pets,FakeZenithStyle,143
Sheets,Pets,FakeLuxeAura,146
Microwave,Electronics,FakeZenithStyle,372
Rain Jacket,Outdoor & Garden,FakeLuxeAura,373
Camping Tent,Sports & Recreation,FakeZenithStyle,701
Smart Light,Home & Furniture,FakeLuxeAura,583
Suitcase,Arts & Crafts,FakeLuxeAura,284
Suitcase,Pets,FakeZenithStyle,406
Microwave,Pets,FakeVelvetVista,309
Bicycle,Home Appliances,FakeVelvetVista,665
Tackle Box,Electronics,FakeLuxeAura,860
Mattress,Home Appliances,FakeVelvetVista,180
Lamp,Electronics,FakeUrbanGlow,445
Surfboard,Toys & Games,FakeUrbanGlow,442
Electric Toothbrush,Home & Furniture,FakeVelvetVista,940
Pillow,Sports & Recreation,FakeEtherealEdge,422
Ski Poles,Kitchen & Dining,FakeUrbanGlow,344
Humidifier,Sports & Recreation,FakeLuxeAura,602
BBQ Grill,Electronics,FakeEtherealEdge,435
Wetsuit,Health & Fitness,FakeEtherealEdge,768
Fish Food,Arts & Crafts,FakeLuxeAura,663
Doll,Toys & Games,FakeLuxeAura,737
Bed,Outdoor & Garden,FakeZenithStyle,409
Plant Pot,Arts & Crafts,FakeEtherealEdge,681
Hair Dryer,Home Appliances,FakeVelvetVista,821
Electric Scooter,Pets,FakeUrbanGlow,778
Puzzle,Sports & Recreation,FakeZenithStyle,627
Cat Tree,Health & Fitness,FakeVelvetVista,262
Smartphone,Sports & Recreation,FakeVelvetVista,428
Camping Chair,Sports & Recreation,FakeVelvetVista,605
Board Game,Sports & Recreation,FakeEtherealEdge,469
Kayak,Kitchen & Dining,FakeVelvetVista,720
Laptop,Arts & Crafts,FakeEtherealEdge,292
Smartwatch,Health & Fitness,FakeEtherealEdge,497
Lamp,Toys & Games,FakeVelvetVista,346
Supplement,Home Appliances,FakeVelvetVista,423
Projector,Health & Fitness,FakeZenithStyle,982
Ski Goggles,Health & Fitness,FakeUrbanGlow,680
Fitness Tracker,Sports & Recreation,FakeVelvetVista,837
Hair Dryer,Sports & Recreation,FakeLuxeAura,786
Fitness Tracker,Pets,FakeVelvetVista,657
Camera,Pets,FakeEtherealEdge,276
BBQ Grill,Electronics,FakeZenithStyle,361
Pillow,Outdoor & Garden,FakeVelvetVista,485
Projector,Outdoor & Garden,FakeUrbanGlow,358
Action Figure,Arts & Crafts,FakeEtherealEdge,514
Electric Shaver,Arts & Crafts,FakeUrbanGlow,990
Treadmill,Outdoor & Garden,FakeEtherealEdge,335
External SSD,Outdoor & Garden,FakeUrbanGlow,809
Bird Cage,Home & Furniture,FakeLuxeAura,662
Helmet,Outdoor & Garden,FakeUrbanGlow,183
Ski Poles,Arts & Crafts,FakeUrbanGlow,485
Surfboard,Outdoor & Garden,FakeEtherealEdge,306
Laser Printer,Arts & Crafts,FakeEtherealEdge,662
Elliptical,Toys & Games,FakeVelvetVista,384
Pet Bed,Outdoor & Garden,FakeVelvetVista,325
Drone,Electronics,FakeEtherealEdge,313
Treadmill,Sports & Recreation,FakeVelvetVista,280
Board Game,Outdoor & Garden,FakeZenithStyle,170
Hair Dryer,Arts & Crafts,FakeZenithStyle,529
VR Headset,Arts & Crafts,FakeUrbanGlow,232
Toothpaste,Home Appliances,FakeZenithStyle,344
Baseball Glove,Home Appliances,FakeVelvetVista,600
Microwave,Toys & Games,FakeEtherealEdge,204
Speaker,Toys & Games,FakeUrbanGlow,651
Craft Kit,Home & Furniture,FakeZenithStyle,372
Sleeping Pad,Toys & Games,FakeEtherealEdge,318
Microwave,Electronics,FakeUrbanGlow,738
Printer,Electronics,FakeZenithStyle,639
Wetsuit,Pets,FakeEtherealEdge,340
Power Bank,Home Appliances,FakeUrbanGlow,660
Laser Printer,Health & Fitness,FakeZenithStyle,617
Puzzle,Sports & Recreation,FakeVelvetVista,674
Jacket,Outdoor & Garden,FakeEtherealEdge,590
Toothpaste,Toys & Games,FakeLuxeAura,883
Soccer Ball,Electronics,FakeZenithStyle,322
Dog Leash,Sports & Recreation,FakeZenithStyle,379
Sheets,Electronics,FakeVelvetVista,859
Plant Pot,Home & Furniture,FakeLuxeAura,843
Monitor,Outdoor & Garden,FakeVelvetVista,875
Sled,Outdoor & Garden,FakeVelvetVista,728
Elliptical,Home & Furniture,FakeZenithStyle,447
Art Supplies,Outdoor & Garden,FakeLuxeAura,342
Refrigerator,Pets,FakeZenithStyle,598
Badminton Set,Home & Furniture,FakeLuxeAura,791
Fire Pit,Toys & Games,FakeEtherealEdge,714
Ski Goggles,Health & Fitness,FakeZenithStyle,284
Stove,Health & Fitness,FakeZenithStyle,860
Juicer,Pets,FakeZenithStyle,654
Fish Food,Sports & Recreation,FakeZenithStyle,545
Game Console,Sports & Recreation,FakeUrbanGlow,909
Camera,Home Appliances,FakeVelvetVista,234
Doll,Health & Fitness,FakeLuxeAura,834
Dog Collar,Home Appliances,FakeLuxeAura,704
Bird Cage,Pets,FakeUrbanGlow,987
Electric Scooter,Electronics,FakeEtherealEdge,595
Golf Clubs,Outdoor & Garden,FakeEtherealEdge,753
Trekking Poles,Electronics,FakeUrbanGlow,721
Bluetooth Speaker,Pets,FakeVelvetVista,589
Humidifier,Home & Furniture,FakeVelvetVista,292
Life Jacket,Home Appliances,FakeEtherealEdge,564
Sewing Machine,Health & Fitness,FakeEtherealEdge,833
Sewing Machine,Home Appliances,FakeUrbanGlow,338
Router,Home & Furniture,FakeLuxeAura,287
Patio Furniture,Toys & Games,FakeZenithStyle,680
Tackle Box,Kitchen & Dining,FakeUrbanGlow,772
Grill,Toys & Games,FakeEtherealEdge,162
Supplement,Electronics,FakeZenithStyle,296
Trekking Poles,Outdoor & Garden,FakeUrbanGlow,921
Thermos,Pets,FakeLuxeAura,700
Monitor,Pets,FakeUrbanGlow,672
Tent,Pets,FakeLuxeAura,254
Memory Card,Kitchen & Dining,FakeUrbanGlow,507
Electric Kettle,Outdoor & Garden,FakeZenithStyle,157
Trekking Poles,Home & Furniture,FakeUrbanGlow,366
Cooler,Arts & Crafts,FakeLuxeAura,987
Refrigerator,Electronics,FakeZenithStyle,660
Yoga Mat,Arts & Crafts,FakeLuxeAura,383
Fishing Rod,Kitchen & Dining,FakeUrbanGlow,292
Dog Leash,Sports & Recreation,FakeVelvetVista,504
Tackle Box,Arts & Crafts,FakeUrbanGlow,794
Fitness Tracker,Health & Fitness,FakeLuxeAura,940
Board Game,Home & Furniture,FakeEtherealEdge,999
Air Conditioner,Electronics,FakeUrbanGlow,593
Puzzle,Outdoor & Garden,FakeLuxeAura,301
Electric Shaver,Health & Fitness,FakeLuxeAura,974
Flashlight,Sports & Recreation,FakeEtherealEdge,705
Wetsuit,Pets,FakeEtherealEdge,311
Badminton Set,Health & Fitness,FakeEtherealEdge,817
Air Purifier,Kitchen & Dining,FakeEtherealEdge,553
Game Console,Health & Fitness,FakeZenithStyle,954
Cooler,Electronics,FakeVelvetVista,594
Board Game,Health & Fitness,FakeEtherealEdge,493
Smart Doorbell,Home & Furniture,FakeZenithStyle,658
Smart Light,Kitchen & Dining,FakeLuxeAura,631
Backpacking Stove,Outdoor & Garden,FakeEtherealEdge,288
Telescope,Home & Furniture,FakeEtherealEdge,535
Tarp,Home Appliances,FakeUrbanGlow,520
Drone,Home Appliances,FakeVelvetVista,713
Board Game,Home & Furniture,FakeVelvetVista,763
Home Security Camera,Kitchen & Dining,FakeEtherealEdge,481
Outdoor Umbrella,Home & Furniture,FakeUrbanGlow,497
Binoculars,Toys & Games,FakeVelvetVista,288
BBQ Grill,Pets,FakeUrbanGlow,996
Yoga Mat,Home Appliances,FakeEtherealEdge,145
Treadmill,Home & Furniture,FakeVelvetVista,569
Basketball,Home Appliances,FakeEtherealEdge,840
Refrigerator,Pets,FakeUrbanGlow,371
Dart Board,Toys & Games,FakeEtherealEdge,297
Water Bottle,Pets,FakeEtherealEdge,164
Tablet,Outdoor & Garden,FakeEtherealEdge,479
Ski Goggles,Outdoor & Garden,FakeVelvetVista,660
Supplement,Toys & Games,FakeVelvetVista,330
Electric Toothbrush,Electronics,FakeUrbanGlow,926
Electric Scooter,Kitchen & Dining,FakeZenithStyle,918
Yoga Mat,Outdoor & Garden,FakeUrbanGlow,732
Volleyball,Sports & Recreation,FakeZenithStyle,904
Bicycle,Sports & Recreation,FakeVelvetVista,966
Aquarium,Health & Fitness,FakeZenithStyle,147
Water Filter,Health & Fitness,FakeLuxeAura,735
Helmet,Home & Furniture,FakeZenithStyle,319
Jacket,Toys & Games,FakeEtherealEdge,919
Laptop,Outdoor & Garden,FakeUrbanGlow,765
Air Conditioner,Electronics,FakeUrbanGlow,800
Bluetooth Speaker,Electronics,FakeEtherealEdge,135
Tarp,Home Appliances,FakeZenithStyle,488
Smart Thermostat,Home & Furniture,FakeZenithStyle,673
Supplement,Kitchen & Dining,FakeVelvetVista,355
Toothpaste,Arts & Crafts,FakeUrbanGlow,565
Puzzle,Arts & Crafts,FakeUrbanGlow,143
Outdoor Umbrella,Home & Furniture,FakeZenithStyle,166
Tackle Box,Pets,FakeVelvetVista,800
Dog Leash,Electronics,FakeZenithStyle,835
Pet Carrier,Kitchen & Dining,FakeEtherealEdge,206
Plant Pot,Home & Furniture,FakeLuxeAura,769
Camping Chair,Outdoor & Garden,FakeVelvetVista,224
Cat Tree,Sports & Recreation,FakeLuxeAura,845
Surfboard,Health & Fitness,FakeVelvetVista,676
Camera,Kitchen & Dining,FakeVelvetVista,731
Tarp,Home & Furniture,FakeLuxeAura,971
Bird Feeder,Health & Fitness,FakeEtherealEdge,725
Toy Car,Kitchen & Dining,FakeEtherealEdge,147
Paddleboard,Home & Furniture,FakeUrbanGlow,629
Hiking Backpack,Home Appliances,FakeLuxeAura,484
Fire Pit,Home & Furniture,FakeVelvetVista,586
Portable Hard Drive,Sports & Recreation,FakeUrbanGlow,658
Smartphone,Kitchen & Dining,FakeLuxeAura,421
Water Filter,Home & Furniture,FakeZenithStyle,147
Portable Hard Drive,Home Appliances,FakeZenithStyle,162
Ski Poles,Arts & Crafts,FakeEtherealEdge,682
Elliptical,Sports & Recreation,FakeZenithStyle,765
Smart Doorbell,Toys & Games,FakeEtherealEdge,991
Garden Tools,Electronics,FakeUrbanGlow,861
Keyboard,Home Appliances,FakeZenithStyle,989
Hiking Boots,Sports & Recreation,FakeZenithStyle,932
Bicycle,Arts & Crafts,FakeVelvetVista,946
Building Blocks,Arts & Crafts,FakeUrbanGlow,127
Laser Printer,Arts & Crafts,FakeVelvetVista,118
Ski Poles,Health & Fitness,FakeVelvetVista,682
Golf Clubs,Toys & Games,FakeZenithStyle,518
Humidifier,Outdoor & Garden,FakeUrbanGlow,983
Electric Kettle,Sports & Recreation,FakeUrbanGlow,216
Soap,Home & Furniture,FakeLuxeAura,692
Hair Dryer,Arts & Crafts,FakeEtherealEdge,174
Bluetooth Speaker,Kitchen & Dining,FakeZenithStyle,756
Action Figure,Sports & Recreation,FakeLuxeAura,575
Portable Hard Drive,Arts & Crafts,FakeZenithStyle,775
Electric Scooter,Sports & Recreation,FakeLuxeAura,196
Smartwatch,Outdoor & Garden,FakeVelvetVista,902
Bicycle,Home & Furniture,FakeUrbanGlow,839
Helmet,Toys & Games,FakeVelvetVista,292
Hiking Backpack,Outdoor & Garden,FakeUrbanGlow,406
Humidifier,Home Appliances,FakeZenithStyle,637
Memory Card,Electronics,FakeLuxeAura,788
Hiking Boots,Home Appliances,FakeVelvetVista,268
Ice Skates,Health & Fitness,FakeVelvetVista,849
Bird Cage,Home Appliances,FakeUrbanGlow,234
Laptop,Home & Furniture,FakeZenithStyle,374
Monitor,Pets,FakeZenithStyle,642
Camera,Outdoor & Garden,FakeZenithStyle,966
Camping Tent,Home & Furniture,FakeVelvetVista,247
Juicer,Kitchen & Dining,FakeLuxeAura,176
Dart Board,Pets,FakeUrbanGlow,938
Thermos,Health & Fitness,FakeLuxeAura,179
Microwave,Home Appliances,FakeUrbanGlow,742
Cat Litter Box,Kitchen & Dining,FakeVelvetVista,482
Suitcase,Outdoor & Garden,FakeVelvetVista,565
Camping Tent,Toys & Games,FakeZenithStyle,995
Snorkel Gear,Arts & Crafts,FakeLuxeAura,284
Garden Tools,Kitchen & Dining,FakeZenithStyle,156
Tent,Kitchen & Dining,FakeEtherealEdge,654
Smart Doorbell,Home Appliances,FakeVelvetVista,155
Rain Jacket,Home Appliances,FakeVelvetVista,630
Dishwasher,Sports & Recreation,FakeZenithStyle,697
Hiking Boots,Pets,FakeUrbanGlow,952
Board Game,Toys & Games,FakeLuxeAura,766
Smart Thermostat,Sports & Recreation,FakeLuxeAura,562
Juicer,Arts & Crafts,FakeZenithStyle,352
Jacket,Outdoor & Garden,FakeZenithStyle,870
Tent,Health & Fitness,FakeVelvetVista,245
Oven,Pets,FakeUrbanGlow,936
Snowboard,Home & Furniture,FakeUrbanGlow,663
Dog Collar,Home Appliances,FakeUrbanGlow,425
Soccer Ball,Kitchen & Dining,FakeZenithStyle,919
Fitness Tracker,Health & Fitness,FakeZenithStyle,874
Sleeping Pad,Arts & Crafts,FakeVelvetVista,290
Hiking Boots,Toys & Games,FakeEtherealEdge,965
